,text,dict,entities,biluo,has_entity
32,"pittsburgh bridges dataset: there are 108 bridges in this dataset. the following 4 cause-effectpairs are known as ground truth in this experiment. they are 1) erected (crafts, emerging, mature,modern)→ span (long, medium, short), 2) material (steel, iron, wood)→ span (long, medium,short); 3) material (steel, iron, wood) → lanes (1, 2, 4, 6); 4) purpose (walk, aqueduct, rr,highway)→ type (wood, suspen, simple-t, arch, cantilev, cont-t).","{'entities': [(0, 26, 'DATASET_NAME')]}","[(0, 26, 'DATASET_NAME')]","['B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
33,"figure 3(a) shows the results of the algorithms on pittsburgh bridges dataset with different samplesizes. because of the space limitation, only the average result of the four pairs are reported. as shownin the figure, hcr outperforms the baseline methods and shows competitive performance even whenthe sample size is smaller than 100, while the other four baselines are all failed to find the right causaldirection with such a small sample size. this reflects hcr might be a suitable representation of thecausal mechanism in this real-world scenario.","{'entities': [(51, 77, 'DATASET_NAME')]}","[(51, 77, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
34,"to demonstrate this, we conducted a simple experiment using resnet [13] optimized with the defaultsetting of adam [19] on the cifar datasets [20]. fig. 1(a) shows the test accuracy curve when trainedwith cce and mae respectively on cifar-10. as illustrated clearly, it took significantly longerto converge when trained with mae. in agreement with our analysis, there was also a compromisein classification accuracy due to the increased difficulty of learning useful features. these adverseeffects become much more severe when using a more difficult dataset, such as cifar-100 (seefig. 1(b)). not only do we observe significantly slower convergence, but also a substantial drop in testaccuracy when using mae. in fact, the maximum test accuracy achieved after 2000 epochs, a longtime after training using cce has converged, was 38.29%, while cce achieved an higher accuracyof 39.92% after merely 7 epochs! despite its theoretical noise-robustness, due to the shortcomingduring training induced by its noise-robustness, we conclude that mae is not suitable for dnns withchallenging datasets like imagenet.","{'entities': [(1094, 1102, 'DATASET_NAME')]}","[(1094, 1102, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O']",True
35,"abstractin this work, we propose and experiment an original solution to 3d face recognition which supports partial match-ing of facial scans as occurs in the case of missing parts and occlusions. in the proposed approach, distinguishingtraits of the face are captured by first extracting sift keypoints on the face scan and then measuring how theface changes along facial curves defined between pairs of keypoints. facial curves are also associated with ameasure of salience so as to distinguish curves that model characterizing traits of some subjects from curves thatare frequently observed in the face of many different subjects. the recognition accuracy of the approach has beenexperimented on the face recognition grand challenge dataset.","{'entities': [(702, 742, 'DATASET_NAME')]}","[(702, 742, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O']",True
36,"the data for the project used is the online retail dataset available at uci machine learningrepository chen et al. (2012). the dataset contains transactional data of more than540,000 records with about 26,000 unique transactions occurring between 01/12/2010and 09/12/2011 for a uk-based online retail. although this data is of an online retailstore, for this research study the data is treated for a retail scenario. data explorationand data cleaning was performed in data (van den broeck et al.; 2005). few variables likedate, stockcode etc. were formatted as per requirement. the entire project was executedusing r programming and certain data exploration was done using excel.","{'entities': [(37, 58, 'DATASET_NAME')]}","[(37, 58, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
37,"grained classification datasets: oxford flower dataset, con-","{'entities': [(33, 54, 'DATASET_NAME')]}","[(33, 54, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O']",True
38,"the combined cycle power plant data set (ccpp) the dataset, available at the uci machinelearning repository, contains 9568 data points collected from a combined cycle power plant over 6years (2006-2011), when the power plant was set to work with full load. features consist of hourlyaverage ambient variables temperature (t), ambient pressure (ap), relative humidity (rh) andexhaust vacuum (v) to predict the net hourly electrical energy output (pe) of the plant.","{'entities': [(4, 39, 'DATASET_NAME')]}","[(4, 39, 'DATASET_NAME')]","['O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
39,"combined cycle power plant data set consists of four input variables temperature, ambient pressure,","{'entities': [(0, 35, 'DATASET_NAME')]}","[(0, 35, 'DATASET_NAME')]","['B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
40,"testing set of combined cycle power plant data set. in addition, selu gets best performance for training and","{'entities': [(15, 50, 'DATASET_NAME')]}","[(15, 50, 'DATASET_NAME')]","['O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
41,mid-level image representations pre-trained from imagenet,"{'entities': [(49, 57, 'DATASET_NAME')]}","[(49, 57, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME']",True
42,"abstract raw images, which may contain many noisy background pixels, are typically used inconvolutional neural network (cnn) training. this paper proposes a novel variance loss function based on aground truth mask of the target object to enhance the visual attention of a cnn. the loss function regularizesthe training process so that the feature maps in the later convolutional layer are focused more on target objectareas and less on the background. attention loss is computed directly from the feature maps, so no newparameters are added to the backbone network; therefore, no extra computational cost is added to the testingphase. the proposed attention model can be a plug-in for any pre-trained network architecture and can beused in conjunction with other attentionmodels. experimental results demonstrate that the proposed varianceloss function improves classification accuracy by 2.22% over the baseline on the stanford dogs dataset,which is significantly higher than the improvements achieved by senet (0.3%) and cbam (1.14%). ourmethod also improves object detection accuracy by 2.5 map on the pascal-voc2007 dataset and store signdetection by 2.66 map over respective baseline models. furthermore, the proposed loss function enhancesthe visualization and interpretability of a cnn.","{'entities': [(920, 941, 'DATASET_NAME')]}","[(920, 941, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
43,"a. performance on object classificationthe stanford dogs [22] and cub-200 [21] datasets assessthe performance of the proposed method on general objectclassification tasks. the stanford dogs dataset contains20,580 training and testing images of 120 dog breeds fromaround the world. it provides bounding box annotations oftarget objects and class labels. the cub-200 dataset includes11,788 images of 200 bird species and provides boundingbox annotations for the target objects. the bounding boxinformation in these datasets generates the binary masks forcomputation of the variance loss function.","{'entities': [(176, 197, 'DATASET_NAME')]}","[(176, 197, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
44,"3. dataset the dataset used is sat-6 airborne dataset, which is extracted from the national agriculture imagery","{'entities': [(31, 53, 'DATASET_NAME')]}","[(31, 53, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
45,"338. [8] jia deng, wei dong, r. socher, li-jia li, kai li, and li fei-fei, “imagenet: a large-scale","{'entities': [(76, 84, 'DATASET_NAME')]}","[(76, 84, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O']",True
46,"many recent empirical breakthroughs in supervised machine learning have been achieved throughlarge and deep neural networks. network depth (the number of successive computational layers) hasplayed perhaps the most important role in these successes. for instance, within just a few years, thetop-5 image classification accuracy on the 1000-class imagenet dataset has increased from ∼84%[1] to ∼95% [2, 3] using deeper networks with rather small receptive fields [4, 5]. other results onpractical machine learning problems have also underscored the superiority of deeper networks [6]in terms of accuracy and/or performance.","{'entities': [(345, 353, 'DATASET_NAME')]}","[(345, 353, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
47,"ers vggnet [36], which is trained on the imagenet large","{'entities': [(41, 49, 'DATASET_NAME')]}","[(41, 49, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O']",True
48,"we see a different picture for the cifar-100 dataset (right) with performance degrading noticeablywhen removing any of the first ≈ 40 layers. this suggests that for complex problems a highwaynetwork can learn to utilize all of its layers, while for simpler problems like mnist it will keepmany of the unneeded layers idle. such behavior is desirable for deep networks in general, butappears difficult to obtain using plain networks.","{'entities': [(35, 52, 'DATASET_NAME')]}","[(35, 52, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
49,"references[1] alex krizhevsky, ilya sutskever, and geoffrey e. hinton. imagenet classification with deep convolutional","{'entities': [(71, 79, 'DATASET_NAME')]}","[(71, 79, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O']",True
50,"[17] kaiming he, xiangyu zhang, shaoqing ren, and jian sun. delving deep into rectifiers: surpassinghuman-level performance on imagenet classification. arxiv:1502.01852 [cs], february 2015.","{'entities': [(127, 135, 'DATASET_NAME')]}","[(127, 135, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
51,initialize w with pre-trained weights from imagenet;,"{'entities': [(43, 51, 'DATASET_NAME')]}","[(43, 51, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O']",True
52,"dataset, and oxford flower dataset, respectively. we test our","{'entities': [(13, 34, 'DATASET_NAME')]}","[(13, 34, 'DATASET_NAME')]","['O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O']",True
53,"[3] a. krizhevsky, i. sutskever, and g. e. hinton, ‘‘imagenet classificationwith deep convolutional neural networks,’’ in proc. adv. neural inf. pro-cess. syst., vol. 25, 2012, pp. 1097–1105.","{'entities': [(53, 61, 'DATASET_NAME')]}","[(53, 61, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
54,"[26] o. russakovsky, j. deng, h. su, j. krause, s. satheesh, s. ma,z. huang, a. karpathy, a. khosla, m. bernstein, a. c. berg, andl. fei-fei, ‘‘imagenet large scale visual recognition challenge,’’ int.j. comput. vis., vol. 115, no. 3, pp. 211–252, dec. 2015.","{'entities': [(144, 152, 'DATASET_NAME')]}","[(144, 152, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
55,ionosphere dataset and crude oil dataset by varying no of,"{'entities': [(0, 18, 'DATASET_NAME')]}","[(0, 18, 'DATASET_NAME')]","['B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
56,"[22] e. dolatabadi et al., ‘‘the toronto rehab stroke pose dataset to detect andcategorize compensation during robotic rehabilitation therapy,’’ in proc.pervasive health, may 2017.","{'entities': [(33, 66, 'DATASET_NAME')]}","[(33, 66, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
57,figure 1. uranium locations from environmental protection agency (epa) database and federal lands. the green federal lands are native american reservations. about three-fourths of the uranium locations in the epa uranium location database are on federal lands. figure is modified from geographic analysis on the location of uranium mines [9].,"{'entities': [(213, 238, 'DATASET_NAME')]}","[(213, 238, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
